base 2,base 3,base 4,base 5,base 6,base 7,base 8,base 9,base 10,base 11,base 12,base 13,base 14,base 15,base 16
1001111100000,20222110,1033200,130323,35320,20556,11740,6873,5088,3906,2b40,2415,1bd6,1793,13e0
1001111100001,20222111,1033201,130324,35321,20560,11741,6874,5089,3907,2b41,2416,1bd7,1794,13e1
1001111100010,20222112,1033202,130330,35322,20561,11742,6875,5090,3908,2b42,2417,1bd8,1795,13e2
1001111100011,20222120,1033203,130331,35323,20562,11743,6876,5091,3909,2b43,2418,1bd9,1796,13e3
1001111100100,20222121,1033210,130332,35324,20563,11744,6877,5092,390a,2b44,2419,1bda,1797,13e4
1001111100101,20222122,1033211,130333,35325,20564,11745,6878,5093,3910,2b45,241a,1bdb,1798,13e5
1001111100110,20222200,1033212,130334,35330,20565,11746,6880,5094,3911,2b46,241b,1bdc,1799,13e6
1001111100111,20222201,1033213,130340,35331,20566,11747,6881,5095,3912,2b47,241c,1bdd,179a,13e7
1001111101000,20222202,1033220,130341,35332,20600,11750,6882,5096,3913,2b48,2420,1c00,179b,13e8
1001111101001,20222210,1033221,130342,35333,20601,11751,6883,5097,3914,2b49,2421,1c01,179c,13e9
1001111101010,20222211,1033222,130343,35334,20602,11752,6884,5098,3915,2b4a,2422,1c02,179d,13ea
1001111101011,20222212,1033223,130344,35335,20603,11753,6885,5099,3916,2b4b,2423,1c03,179e,13eb
1001111101100,20222220,1033230,130400,35340,20604,11754,6886,5100,3917,2b50,2424,1c04,17a0,13ec
1001111101101,20222221,1033231,130401,35341,20605,11755,6887,5101,3918,2b51,2425,1c05,17a1,13ed
1001111101110,20222222,1033232,130402,35342,20606,11756,6888,5102,3919,2b52,2426,1c06,17a2,13ee
1001111101111,21000000,1033233,130403,35343,20610,11757,7000,5103,391a,2b53,2427,1c07,17a3,13ef
1001111110000,21000001,1033300,130404,35344,20611,11760,7001,5104,3920,2b54,2428,1c08,17a4,13f0
1001111110001,21000002,1033301,130410,35345,20612,11761,7002,5105,3921,2b55,2429,1c09,17a5,13f1
1001111110010,21000010,1033302,130411,35350,20613,11762,7003,5106,3922,2b56,242a,1c0a,17a6,13f2
1001111110011,21000011,1033303,130412,35351,20614,11763,7004,5107,3923,2b57,242b,1c0b,17a7,13f3
1001111110100,21000012,1033310,130413,35352,20615,11764,7005,5108,3924,2b58,242c,1c0c,17a8,13f4
1001111110101,21000020,1033311,130414,35353,20616,11765,7006,5109,3925,2b59,2430,1c0d,17a9,13f5
1001111110110,21000021,1033312,130420,35354,20620,11766,7007,5110,3926,2b5a,2431,1c10,17aa,13f6
1001111110111,21000022,1033313,130421,35355,20621,11767,7008,5111,3927,2b5b,2432,1c11,17ab,13f7
1001111111000,21000100,1033320,130422,35400,20622,11770,7010,5112,3928,2b60,2433,1c12,17ac,13f8
1001111111001,21000101,1033321,130423,35401,20623,11771,7011,5113,3929,2b61,2434,1c13,17ad,13f9
1001111111010,21000102,1033322,130424,35402,20624,11772,7012,5114,392a,2b62,2435,1c14,17ae,13fa
1001111111011,21000110,1033323,130430,35403,20625,11773,7013,5115,3930,2b63,2436,1c15,17b0,13fb
1001111111100,21000111,1033330,130431,35404,20626,11774,7014,5116,3931,2b64,2437,1c16,17b1,13fc
1001111111101,21000112,1033331,130432,35405,20630,11775,7015,5117,3932,2b65,2438,1c17,17b2,13fd
1001111111110,21000120,1033332,130433,35410,20631,11776,7016,5118,3933,2b66,2439,1c18,17b3,13fe
1001111111111,21000121,1033333,130434,35411,20632,11777,7017,5119,3934,2b67,243a,1c19,17b4,13ff
1010000000000,21000122,1100000,130440,35412,20633,12000,7018,5120,3935,2b68,243b,1c1a,17b5,1400
1010000000001,21000200,1100001,130441,35413,20634,12001,7020,5121,3936,2b69,243c,1c1b,17b6,1401
1010000000010,21000201,1100002,130442,35414,20635,12002,7021,5122,3937,2b6a,2440,1c1c,17b7,1402
1010000000011,21000202,1100003,130443,35415,20636,12003,7022,5123,3938,2b6b,2441,1c1d,17b8,1403
1010000000100,21000210,1100010,130444,35420,20640,12004,7023,5124,3939,2b70,2442,1c20,17b9,1404
1010000000101,21000211,1100011,131000,35421,20641,12005,7024,5125,393a,2b71,2443,1c21,17ba,1405
1010000000110,21000212,1100012,131001,35422,20642,12006,7025,5126,3940,2b72,2444,1c22,17bb,1406
1010000000111,21000220,1100013,131002,35423,20643,12007,7026,5127,3941,2b73,2445,1c23,17bc,1407
1010000001000,21000221,1100020,131003,35424,20644,12010,7027,5128,3942,2b74,2446,1c24,17bd,1408
1010000001001,21000222,1100021,131004,35425,20645,12011,7028,5129,3943,2b75,2447,1c25,17be,1409
1010000001010,21001000,1100022,131010,35430,20646,12012,7030,5130,3944,2b76,2448,1c26,17c0,140a
1010000001011,21001001,1100023,131011,35431,20650,12013,7031,5131,3945,2b77,2449,1c27,17c1,140b
1010000001100,21001002,1100030,131012,35432,20651,12014,7032,5132,3946,2b78,244a,1c28,17c2,140c
1010000001101,21001010,1100031,131013,35433,20652,12015,7033,5133,3947,2b79,244b,1c29,17c3,140d
1010000001110,21001011,1100032,131014,35434,20653,12016,7034,5134,3948,2b7a,244c,1c2a,17c4,140e
1010000001111,21001012,1100033,131020,35435,20654,12017,7035,5135,3949,2b7b,2450,1c2b,17c5,140f
1010000010000,21001020,1100100,131021,35440,20655,12020,7036,5136,394a,2b80,2451,1c2c,17c6,1410
1010000010001,21001021,1100101,131022,35441,20656,12021,7037,5137,3950,2b81,2452,1c2d,17c7,1411
1010000010010,21001022,1100102,131023,35442,20660,12022,7038,5138,3951,2b82,2453,1c30,17c8,1412
1010000010011,21001100,1100103,131024,35443,20661,12023,7040,5139,3952,2b83,2454,1c31,17c9,1413
1010000010100,21001101,1100110,131030,35444,20662,12024,7041,5140,3953,2b84,2455,1c32,17ca,1414
1010000010101,21001102,1100111,131031,35445,20663,12025,7042,5141,3954,2b85,2456,1c33,17cb,1415
1010000010110,21001110,1100112,131032,35450,20664,12026,7043,5142,3955,2b86,2457,1c34,17cc,1416
1010000010111,21001111,1100113,131033,35451,20665,12027,7044,5143,3956,2b87,2458,1c35,17cd,1417
1010000011000,21001112,1100120,131034,35452,20666,12030,7045,5144,3957,2b88,2459,1c36,17ce,1418
1010000011001,21001120,1100121,131040,35453,21000,12031,7046,5145,3958,2b89,245a,1c37,17d0,1419
1010000011010,21001121,1100122,131041,35454,21001,12032,7047,5146,3959,2b8a,245b,1c38,17d1,141a
1010000011011,21001122,1100123,131042,35455,21002,12033,7048,5147,395a,2b8b,245c,1c39,17d2,141b
1010000011100,21001200,1100130,131043,35500,21003,12034,7050,5148,3960,2b90,2460,1c3a,17d3,141c
1010000011101,21001201,1100131,131044,35501,21004,12035,7051,5149,3961,2b91,2461,1c3b,17d4,141d
1010000011110,21001202,1100132,131100,35502,21005,12036,7052,5150,3962,2b92,2462,1c3c,17d5,141e
1010000011111,21001210,1100133,131101,35503,21006,12037,7053,5151,3963,2b93,2463,1c3d,17d6,141f
1010000100000,21001211,1100200,131102,35504,21010,12040,7054,5152,3964,2b94,2464,1c40,17d7,1420
1010000100001,21001212,1100201,131103,35505,21011,12041,7055,5153,3965,2b95,2465,1c41,17d8,1421
1010000100010,21001220,1100202,131104,35510,21012,12042,7056,5154,3966,2b96,2466,1c42,17d9,1422
1010000100011,21001221,1100203,131110,35511,21013,12043,7057,5155,3967,2b97,2467,1c43,17da,1423
1010000100100,21001222,1100210,131111,35512,21014,12044,7058,5156,3968,2b98,2468,1c44,17db,1424
1010000100101,21002000,1100211,131112,35513,21015,12045,7060,5157,3969,2b99,2469,1c45,17dc,1425
1010000100110,21002001,1100212,131113,35514,21016,12046,7061,5158,396a,2b9a,246a,1c46,17dd,1426
1010000100111,21002002,1100213,131114,35515,21020,12047,7062,5159,3970,2b9b,246b,1c47,17de,1427
1010000101000,21002010,1100220,131120,35520,21021,12050,7063,5160,3971,2ba0,246c,1c48,17e0,1428
1010000101001,21002011,1100221,131121,35521,21022,12051,7064,5161,3972,2ba1,2470,1c49,17e1,1429
1010000101010,21002012,1100222,131122,35522,21023,12052,7065,5162,3973,2ba2,2471,1c4a,17e2,142a
1010000101011,21002020,1100223,131123,35523,21024,12053,7066,5163,3974,2ba3,2472,1c4b,17e3,142b
1010000101100,21002021,1100230,131124,35524,21025,12054,7067,5164,3975,2ba4,2473,1c4c,17e4,142c
1010000101101,21002022,1100231,131130,35525,21026,12055,7068,5165,3976,2ba5,2474,1c4d,17e5,142d
1010000101110,21002100,1100232,131131,35530,21030,12056,7070,5166,3977,2ba6,2475,1c50,17e6,142e
1010000101111,21002101,1100233,131132,35531,21031,12057,7071,5167,3978,2ba7,2476,1c51,17e7,142f
1010000110000,21002102,1100300,131133,35532,21032,12060,7072,5168,3979,2ba8,2477,1c52,17e8,1430
1010000110001,21002110,1100301,131134,35533,21033,12061,7073,5169,397a,2ba9,2478,1c53,17e9,1431
1010000110010,21002111,1100302,131140,35534,21034,12062,7074,5170,3980,2baa,2479,1c54,17ea,1432
1010000110011,21002112,1100303,131141,35535,21035,12063,7075,5171,3981,2bab,247a,1c55,17eb,1433
1010000110100,21002120,1100310,131142,35540,21036,12064,7076,5172,3982,2bb0,247b,1c56,17ec,1434
1010000110101,21002121,1100311,131143,35541,21040,12065,7077,5173,3983,2bb1,247c,1c57,17ed,1435
1010000110110,21002122,1100312,131144,35542,21041,12066,7078,5174,3984,2bb2,2480,1c58,17ee,1436
1010000110111,21002200,1100313,131200,35543,21042,12067,7080,5175,3985,2bb3,2481,1c59,1800,1437
1010000111000,21002201,1100320,131201,35544,21043,12070,7081,5176,3986,2bb4,2482,1c5a,1801,1438
1010000111001,21002202,1100321,131202,35545,21044,12071,7082,5177,3987,2bb5,2483,1c5b,1802,1439
1010000111010,21002210,1100322,131203,35550,21045,12072,7083,5178,3988,2bb6,2484,1c5c,1803,143a
1010000111011,21002211,1100323,131204,35551,21046,12073,7084,5179,3989,2bb7,2485,1c5d,1804,143b
1010000111100,21002212,1100330,131210,35552,21050,12074,7085,5180,398a,2bb8,2486,1c60,1805,143c
1010000111101,21002220,1100331,131211,35553,21051,12075,7086,5181,3990,2bb9,2487,1c61,1806,143d
1010000111110,21002221,1100332,131212,35554,21052,12076,7087,5182,3991,2bba,2488,1c62,1807,143e
1010000111111,21002222,1100333,131213,35555,21053,12077,7088,5183,3992,2bbb,2489,1c63,1808,143f
1010001000000,21010000,1101000,131214,40000,21054,12100,7100,5184,3993,3000,248a,1c64,1809,1440
1010001000001,21010001,1101001,131220,40001,21055,12101,7101,5185,3994,3001,248b,1c65,180a,1441
1010001000010,21010002,1101002,131221,40002,21056,12102,7102,5186,3995,3002,248c,1c66,180b,1442
1010001000011,21010010,1101003,131222,40003,21060,12103,7103,5187,3996,3003,2490,1c67,180c,1443
1010001000100,21010011,1101010,131223,40004,21061,12104,7104,5188,3997,3004,2491,1c68,180d,1444
1010001000101,21010012,1101011,131224,40005,21062,12105,7105,5189,3998,3005,2492,1c69,180e,1445
1010001000110,21010020,1101012,131230,40010,21063,12106,7106,5190,3999,3006,2493,1c6a,1810,1446
1010001000111,21010021,1101013,131231,40011,21064,12107,7107,5191,399a,3007,2494,1c6b,1811,1447
1010001001000,21010022,1101020,131232,40012,21065,12110,7108,5192,39a0,3008,2495,1c6c,1812,1448
1010001001001,21010100,1101021,131233,40013,21066,12111,7110,5193,39a1,3009,2496,1c6d,1813,1449
1010001001010,21010101,1101022,131234,40014,21100,12112,7111,5194,39a2,300a,2497,1c70,1814,144a
1010001001011,21010102,1101023,131240,40015,21101,12113,7112,5195,39a3,300b,2498,1c71,1815,144b
1010001001100,21010110,1101030,131241,40020,21102,12114,7113,5196,39a4,3010,2499,1c72,1816,144c
1010001001101,21010111,1101031,131242,40021,21103,12115,7114,5197,39a5,3011,249a,1c73,1817,144d
1010001001110,21010112,1101032,131243,40022,21104,12116,7115,5198,39a6,3012,249b,1c74,1818,144e
1010001001111,21010120,1101033,131244,40023,21105,12117,7116,5199,39a7,3013,249c,1c75,1819,144f
1010001010000,21010121,1101100,131300,40024,21106,12120,7117,5200,39a8,3014,24a0,1c76,181a,1450
1010001010001,21010122,1101101,131301,40025,21110,12121,7118,5201,39a9,3015,24a1,1c77,181b,1451
1010001010010,21010200,1101102,131302,40030,21111,12122,7120,5202,39aa,3016,24a2,1c78,181c,1452
1010001010011,21010201,1101103,131303,40031,21112,12123,7121,5203,3a00,3017,24a3,1c79,181d,1453
1010001010100,21010202,1101110,131304,40032,21113,12124,7122,5204,3a01,3018,24a4,1c7a,181e,1454
1010001010101,21010210,1101111,131310,40033,21114,12125,7123,5205,3a02,3019,24a5,1c7b,1820,1455
1010001010110,21010211,1101112,131311,40034,21115,12126,7124,5206,3a03,301a,24a6,1c7c,1821,1456
1010001010111,21010212,1101113,131312,40035,21116,12127,7125,5207,3a04,301b,24a7,1c7d,1822,1457
1010001011000,21010220,1101120,131313,40040,21120,12130,7126,5208,3a05,3020,24a8,1c80,1823,1458
1010001011001,21010221,1101121,131314,40041,21121,12131,7127,5209,3a06,3021,24a9,1c81,1824,1459
1010001011010,21010222,1101122,131320,40042,21122,12132,7128,5210,3a07,3022,24aa,1c82,1825,145a
1010001011011,21011000,1101123,131321,40043,21123,12133,7130,5211,3a08,3023,24ab,1c83,1826,145b
1010001011100,21011001,1101130,131322,40044,21124,12134,7131,5212,3a09,3024,24ac,1c84,1827,145c
1010001011101,21011002,1101131,131323,40045,21125,12135,7132,5213,3a0a,3025,24b0,1c85,1828,145d
1010001011110,21011010,1101132,131324,40050,21126,12136,7133,5214,3a10,3026,24b1,1c86,1829,145e
1010001011111,21011011,1101133,131330,40051,21130,12137,7134,5215,3a11,3027,24b2,1c87,182a,145f
1010001100000,21011012,1101200,131331,40052,21131,12140,7135,5216,3a12,3028,24b3,1c88,182b,1460
1010001100001,21011020,1101201,131332,40053,21132,12141,7136,5217,3a13,3029,24b4,1c89,182c,1461
1010001100010,21011021,1101202,131333,40054,21133,12142,7137,5218,3a14,302a,24b5,1c8a,182d,1462
1010001100011,21011022,1101203,131334,40055,21134,12143,7138,5219,3a15,302b,24b6,1c8b,182e,1463
1010001100100,21011100,1101210,131340,40100,21135,12144,7140,5220,3a16,3030,24b7,1c8c,1830,1464
1010001100101,21011101,1101211,131341,40101,21136,12145,7141,5221,3a17,3031,24b8,1c8d,1831,1465
1010001100110,21011102,1101212,131342,40102,21140,12146,7142,5222,3a18,3032,24b9,1c90,1832,1466
1010001100111,21011110,1101213,131343,40103,21141,12147,7143,5223,3a19,3033,24ba,1c91,1833,1467
1010001101000,21011111,1101220,131344,40104,21142,12150,7144,5224,3a1a,3034,24bb,1c92,1834,1468
1010001101001,21011112,1101221,131400,40105,21143,12151,7145,5225,3a20,3035,24bc,1c93,1835,1469
1010001101010,21011120,1101222,131401,40110,21144,12152,7146,5226,3a21,3036,24c0,1c94,1836,146a
1010001101011,21011121,1101223,131402,40111,21145,12153,7147,5227,3a22,3037,24c1,1c95,1837,146b
1010001101100,21011122,1101230,131403,40112,21146,12154,7148,5228,3a23,3038,24c2,1c96,1838,146c
1010001101101,21011200,1101231,131404,40113,21150,12155,7150,5229,3a24,3039,24c3,1c97,1839,146d
1010001101110,21011201,1101232,131410,40114,21151,12156,7151,5230,3a25,303a,24c4,1c98,183a,146e
1010001101111,21011202,1101233,131411,40115,21152,12157,7152,5231,3a26,303b,24c5,1c99,183b,146f
1010001110000,21011210,1101300,131412,40120,21153,12160,7153,5232,3a27,3040,24c6,1c9a,183c,1470
1010001110001,21011211,1101301,131413,40121,21154,12161,7154,5233,3a28,3041,24c7,1c9b,183d,1471
1010001110010,21011212,1101302,131414,40122,21155,12162,7155,5234,3a29,3042,24c8,1c9c,183e,1472
1010001110011,21011220,1101303,131420,40123,21156,12163,7156,5235,3a2a,3043,24c9,1c9d,1840,1473
1010001110100,21011221,1101310,131421,40124,21160,12164,7157,5236,3a30,3044,24ca,1ca0,1841,1474
1010001110101,21011222,1101311,131422,40125,21161,12165,7158,5237,3a31,3045,24cb,1ca1,1842,1475
1010001110110,21012000,1101312,131423,40130,21162,12166,7160,5238,3a32,3046,24cc,1ca2,1843,1476
1010001110111,21012001,1101313,131424,40131,21163,12167,7161,5239,3a33,3047,2500,1ca3,1844,1477
1010001111000,21012002,1101320,131430,40132,21164,12170,7162,5240,3a34,3048,2501,1ca4,1845,1478
1010001111001,21012010,1101321,131431,40133,21165,12171,7163,5241,3a35,3049,2502,1ca5,1846,1479
1010001111010,21012011,1101322,131432,40134,21166,12172,7164,5242,3a36,304a,2503,1ca6,1847,147a
1010001111011,21012012,1101323,131433,40135,21200,12173,7165,5243,3a37,304b,2504,1ca7,1848,147b
1010001111100,21012020,1101330,131434,40140,21201,12174,7166,5244,3a38,3050,2505,1ca8,1849,147c
1010001111101,21012021,1101331,131440,40141,21202,12175,7167,5245,3a39,3051,2506,1ca9,184a,147d
1010001111110,21012022,1101332,131441,40142,21203,12176,7168,5246,3a3a,3052,2507,1caa,184b,147e
1010001111111,21012100,1101333,131442,40143,21204,12177,7170,5247,3a40,3053,2508,1cab,184c,147f
1010010000000,21012101,1102000,131443,40144,21205,12200,7171,5248,3a41,3054,2509,1cac,184d,1480
1010010000001,21012102,1102001,131444,40145,21206,12201,7172,5249,3a42,3055,250a,1cad,184e,1481
1010010000010,21012110,1102002,132000,40150,21210,12202,7173,5250,3a43,3056,250b,1cb0,1850,1482
1010010000011,21012111,1102003,132001,40151,21211,12203,7174,5251,3a44,3057,250c,1cb1,1851,1483
1010010000100,21012112,1102010,132002,40152,21212,12204,7175,5252,3a45,3058,2510,1cb2,1852,1484
1010010000101,21012120,1102011,132003,40153,21213,12205,7176,5253,3a46,3059,2511,1cb3,1853,1485
1010010000110,21012121,1102012,132004,40154,21214,12206,7177,5254,3a47,305a,2512,1cb4,1854,1486
1010010000111,21012122,1102013,132010,40155,21215,12207,7178,5255,3a48,305b,2513,1cb5,1855,1487
1010010001000,21012200,1102020,132011,40200,21216,12210,7180,5256,3a49,3060,2514,1cb6,1856,1488
1010010001001,21012201,1102021,132012,40201,21220,12211,7181,5257,3a4a,3061,2515,1cb7,1857,1489
1010010001010,21012202,1102022,132013,40202,21221,12212,7182,5258,3a50,3062,2516,1cb8,1858,148a
1010010001011,21012210,1102023,132014,40203,21222,12213,7183,5259,3a51,3063,2517,1cb9,1859,148b
1010010001100,21012211,1102030,132020,40204,21223,12214,7184,5260,3a52,3064,2518,1cba,185a,148c
1010010001101,21012212,1102031,132021,40205,21224,12215,7185,5261,3a53,3065,2519,1cbb,185b,148d
1010010001110,21012220,1102032,132022,40210,21225,12216,7186,5262,3a54,3066,251a,1cbc,185c,148e
1010010001111,21012221,1102033,132023,40211,21226,12217,7187,5263,3a55,3067,251b,1cbd,185d,148f
1010010010000,21012222,1102100,132024,40212,21230,12220,7188,5264,3a56,3068,251c,1cc0,185e,1490
1010010010001,21020000,1102101,132030,40213,21231,12221,7200,5265,3a57,3069,2520,1cc1,1860,1491
1010010010010,21020001,1102102,132031,40214,21232,12222,7201,5266,3a58,306a,2521,1cc2,1861,1492
1010010010011,21020002,1102103,132032,40215,21233,12223,7202,5267,3a59,306b,2522,1cc3,1862,1493
1010010010100,21020010,1102110,132033,40220,21234,12224,7203,5268,3a5a,3070,2523,1cc4,1863,1494
1010010010101,21020011,1102111,132034,40221,21235,12225,7204,5269,3a60,3071,2524,1cc5,1864,1495
1010010010110,21020012,1102112,132040,40222,21236,12226,7205,5270,3a61,3072,2525,1cc6,1865,1496
1010010010111,21020020,1102113,132041,40223,21240,12227,7206,5271,3a62,3073,2526,1cc7,1866,1497
1010010011000,21020021,1102120,132042,40224,21241,12230,7207,5272,3a63,3074,2527,1cc8,1867,1498
1010010011001,21020022,1102121,132043,40225,21242,12231,7208,5273,3a64,3075,2528,1cc9,1868,1499
1010010011010,21020100,1102122,132044,40230,21243,12232,7210,5274,3a65,3076,2529,1cca,1869,149a
1010010011011,21020101,1102123,132100,40231,21244,12233,7211,5275,3a66,3077,252a,1ccb,186a,149b
1010010011100,21020102,1102130,132101,40232,21245,12234,7212,5276,3a67,3078,252b,1ccc,186b,149c
1010010011101,21020110,1102131,132102,40233,21246,12235,7213,5277,3a68,3079,252c,1ccd,186c,149d
1010010011110,21020111,1102132,132103,40234,21250,12236,7214,5278,3a69,307a,2530,1cd0,186d,149e
1010010011111,21020112,1102133,132104,40235,21251,12237,7215,5279,3a6a,307b,2531,1cd1,186e,149f
1010010100000,21020120,1102200,132110,40240,21252,12240,7216,5280,3a70,3080,2532,1cd2,1870,14a0
1010010100001,21020121,1102201,132111,40241,21253,12241,7217,5281,3a71,3081,2533,1cd3,1871,14a1
1010010100010,21020122,1102202,132112,40242,21254,12242,7218,5282,3a72,3082,2534,1cd4,1872,14a2
1010010100011,21020200,1102203,132113,40243,21255,12243,7220,5283,3a73,3083,2535,1cd5,1873,14a3
1010010100100,21020201,1102210,132114,40244,21256,12244,7221,5284,3a74,3084,2536,1cd6,1874,14a4
1010010100101,21020202,1102211,132120,40245,21260,12245,7222,5285,3a75,3085,2537,1cd7,1875,14a5
1010010100110,21020210,1102212,132121,40250,21261,12246,7223,5286,3a76,3086,2538,1cd8,1876,14a6
1010010100111,21020211,1102213,132122,40251,21262,12247,7224,5287,3a77,3087,2539,1cd9,1877,14a7
1010010101000,21020212,1102220,132123,40252,21263,12250,7225,5288,3a78,3088,253a,1cda,1878,14a8
1010010101001,21020220,1102221,132124,40253,21264,12251,7226,5289,3a79,3089,253b,1cdb,1879,14a9
1010010101010,21020221,1102222,132130,40254,21265,12252,7227,5290,3a7a,308a,253c,1cdc,187a,14aa
1010010101011,21020222,1102223,132131,40255,21266,12253,7228,5291,3a80,308b,2540,1cdd,187b,14ab
1010010101100,21021000,1102230,132132,40300,21300,12254,7230,5292,3a81,3090,2541,1d00,187c,14ac
1010010101101,21021001,1102231,132133,40301,21301,12255,7231,5293,3a82,3091,2542,1d01,187d,14ad
1010010101110,21021002,1102232,132134,40302,21302,12256,7232,5294,3a83,3092,2543,1d02,187e,14ae
1010010101111,21021010,1102233,132140,40303,21303,12257,7233,5295,3a84,3093,2544,1d03,1880,14af
1010010110000,21021011,1102300,132141,40304,21304,12260,7234,5296,3a85,3094,2545,1d04,1881,14b0
1010010110001,21021012,1102301,132142,40305,21305,12261,7235,5297,3a86,3095,2546,1d05,1882,14b1
1010010110010,21021020,1102302,132143,40310,21306,12262,7236,5298,3a87,3096,2547,1d06,1883,14b2
1010010110011,21021021,1102303,132144,40311,21310,12263,7237,5299,3a88,3097,2548,1d07,1884,14b3
1010010110100,21021022,1102310,132200,40312,21311,12264,7238,5300,3a89,3098,2549,1d08,1885,14b4
1010010110101,21021100,1102311,132201,40313,21312,12265,7240,5301,3a8a,3099,254a,1d09,1886,14b5
1010010110110,21021101,1102312,132202,40314,21313,12266,7241,5302,3a90,309a,254b,1d0a,1887,14b6
1010010110111,21021102,1102313,132203,40315,21314,12267,7242,5303,3a91,309b,254c,1d0b,1888,14b7
1010010111000,21021110,1102320,132204,40320,21315,12270,7243,5304,3a92,30a0,2550,1d0c,1889,14b8
1010010111001,21021111,1102321,132210,40321,21316,12271,7244,5305,3a93,30a1,2551,1d0d,188a,14b9
1010010111010,21021112,1102322,132211,40322,21320,12272,7245,5306,3a94,30a2,2552,1d10,188b,14ba
1010010111011,21021120,1102323,132212,40323,21321,12273,7246,5307,3a95,30a3,2553,1d11,188c,14bb
1010010111100,21021121,1102330,132213,40324,21322,12274,7247,5308,3a96,30a4,2554,1d12,188d,14bc
1010010111101,21021122,1102331,132214,40325,21323,12275,7248,5309,3a97,30a5,2555,1d13,188e,14bd
1010010111110,21021200,1102332,132220,40330,21324,12276,7250,5310,3a98,30a6,2556,1d14,1890,14be
1010010111111,21021201,1102333,132221,40331,21325,12277,7251,5311,3a99,30a7,2557,1d15,1891,14bf
1010011000000,21021202,1103000,132222,40332,21326,12300,7252,5312,3a9a,30a8,2558,1d16,1892,14c0
1010011000001,21021210,1103001,132223,40333,21330,12301,7253,5313,3aa0,30a9,2559,1d17,1893,14c1
1010011000010,21021211,1103002,132224,40334,21331,12302,7254,5314,3aa1,30aa,255a,1d18,1894,14c2
1010011000011,21021212,1103003,132230,40335,21332,12303,7255,5315,3aa2,30ab,255b,1d19,1895,14c3
1010011000100,21021220,1103010,132231,40340,21333,12304,7256,5316,3aa3,30b0,255c,1d1a,1896,14c4
1010011000101,21021221,1103011,132232,40341,21334,12305,7257,5317,3aa4,30b1,2560,1d1b,1897,14c5
1010011000110,21021222,1103012,132233,40342,21335,12306,7258,5318,3aa5,30b2,2561,1d1c,1898,14c6
1010011000111,21022000,1103013,132234,40343,21336,12307,7260,5319,3aa6,30b3,2562,1d1d,1899,14c7
1010011001000,21022001,1103020,132240,40344,21340,12310,7261,5320,3aa7,30b4,2563,1d20,189a,14c8
1010011001001,21022002,1103021,132241,40345,21341,12311,7262,5321,3aa8,30b5,2564,1d21,189b,14c9
1010011001010,21022010,1103022,132242,40350,21342,12312,7263,5322,3aa9,30b6,2565,1d22,189c,14ca
1010011001011,21022011,1103023,132243,40351,21343,12313,7264,5323,3aaa,30b7,2566,1d23,189d,14cb
1010011001100,21022012,1103030,132244,40352,21344,12314,7265,5324,4000,30b8,2567,1d24,189e,14cc
1010011001101,21022020,1103031,132300,40353,21345,12315,7266,5325,4001,30b9,2568,1d25,18a0,14cd
1010011001110,21022021,1103032,132301,40354,21346,12316,7267,5326,4002,30ba,2569,1d26,18a1,14ce
1010011001111,21022022,1103033,132302,40355,21350,12317,7268,5327,4003,30bb,256a,1d27,18a2,14cf
1010011010000,21022100,1103100,132303,40400,21351,12320,7270,5328,4004,3100,256b,1d28,18a3,14d0
1010011010001,21022101,1103101,132304,40401,21352,12321,7271,5329,4005,3101,256c,1d29,18a4,14d1
1010011010010,21022102,1103102,132310,40402,21353,12322,7272,5330,4006,3102,2570,1d2a,18a5,14d2
1010011010011,21022110,1103103,132311,40403,21354,12323,7273,5331,4007,3103,2571,1d2b,18a6,14d3
1010011010100,21022111,1103110,132312,40404,21355,12324,7274,5332,4008,3104,2572,1d2c,18a7,14d4
1010011010101,21022112,1103111,132313,40405,21356,12325,7275,5333,4009,3105,2573,1d2d,18a8,14d5
1010011010110,21022120,1103112,132314,40410,21360,12326,7276,5334,400a,3106,2574,1d30,18a9,14d6
1010011010111,21022121,1103113,132320,40411,21361,12327,7277,5335,4010,3107,2575,1d31,18aa,14d7
1010011011000,21022122,1103120,132321,40412,21362,12330,7278,5336,4011,3108,2576,1d32,18ab,14d8
1010011011001,21022200,1103121,132322,40413,21363,12331,7280,5337,4012,3109,2577,1d33,18ac,14d9
1010011011010,21022201,1103122,132323,40414,21364,12332,7281,5338,4013,310a,2578,1d34,18ad,14da
1010011011011,21022202,1103123,132324,40415,21365,12333,7282,5339,4014,310b,2579,1d35,18ae,14db
1010011011100,21022210,1103130,132330,40420,21366,12334,7283,5340,4015,3110,257a,1d36,18b0,14dc
1010011011101,21022211,1103131,132331,40421,21400,12335,7284,5341,4016,3111,257b,1d37,18b1,14dd
1010011011110,21022212,1103132,132332,40422,21401,12336,7285,5342,4017,3112,257c,1d38,18b2,14de
1010011011111,21022220,1103133,132333,40423,21402,12337,7286,5343,4018,3113,2580,1d39,18b3,14df
1010011100000,21022221,1103200,132334,40424,21403,12340,7287,5344,4019,3114,2581,1d3a,18b4,14e0
1010011100001,21022222,1103201,132340,40425,21404,12341,7288,5345,401a,3115,2582,1d3b,18b5,14e1
1010011100010,21100000,1103202,132341,40430,21405,12342,7300,5346,4020,3116,2583,1d3c,18b6,14e2
1010011100011,21100001,1103203,132342,40431,21406,12343,7301,5347,4021,3117,2584,1d3d,18b7,14e3
